"x0,y0","x1,y1","x2,y2","x3,y3","x4,y4","x5,y5","x6,y6","x7,y7","x8,y8","x9,y9","x10,y10","x11,y11","x12,y12","x13,y13","x14,y14","x15,y15","x16,y16","x17,y17","x18,y18","x19,y19","x20,y20",label
265.52786,281.20447,242.23459,294.10464,229.17073,263.01587,365.46344,280.84662,291.55933,288.20358,286.14273,297.36826,276.47385,270.9145,385.05154,287.15308,327.77292,294.52286,312.10867,297.38943,301.476,no_gesture
781.29346,734.368,749.1679,738.95526,725.64014,736.432,966.0563,739.41864,846.67175,728.23663,866.9876,722.4599,884.177,735.68335,1004.5155,750.04285,891.1293,743.9625,869.31146,718.8805,863.4496,peace
237.626,286.49005,270.3821,290.31604,302.35715,305.75848,300.6124,293.0416,250.06987,291.5239,279.89893,293.01678,310.39984,305.07056,312.35638,295.14734,274.83002,293.75516,293.4676,295.99872,314.4027,no_gesture
215.8576,292.86612,221.41293,302.78418,224.10664,275.69955,299.84656,294.90353,234.7841,305.00174,263.65198,306.4329,279.76608,293.4284,316.05197,314.27966,279.0568,323.91995,279.92722,322.52728,276.33804,no_gesture
735.8247,738.0369,658.66144,758.95654,604.8846,742.5214,922.61774,753.63745,763.40295,739.40546,717.22943,739.85754,668.4769,767.1785,975.03033,789.0985,860.3266,785.9687,794.4681,774.69104,739.916,peace
309.12897,269.9172,300.4318,270.36777,300.63782,282.70673,364.07935,281.70477,310.92838,275.6672,310.6876,272.5006,317.34122,290.1422,369.6593,293.0811,328.1959,290.31784,306.41766,284.09763,297.52917,no_gesture
305.0804,296.87885,306.4879,303.8906,318.6321,290.1368,365.9313,307.5298,320.58017,302.8714,341.5232,304.2854,362.49942,312.68115,383.9228,320.60562,356.17523,319.43,363.13998,317.76624,371.4478,no_gesture
713.51306,820.88354,713.86127,831.62256,752.4318,801.9428,955.5594,856.5517,760.5394,865.68854,789.98096,866.81824,845.5365,850.3638,1012.6807,894.6246,872.1841,903.0028,874.2904,899.66504,898.9167,peace
298.92368,262.43585,311.49756,265.71252,341.0373,247.95473,367.4261,245.40929,313.35162,239.6784,326.88004,245.26558,356.40366,211.0571,374.63116,206.92758,339.22763,205.96346,344.7757,211.15698,362.88278,no_gesture
608.1509,756.34827,435.31125,757.6839,357.33423,811.57465,885.1525,777.7314,622.1281,765.2274,502.5531,767.4215,432.97638,832.0827,921.6104,823.0141,709.807,812.7586,599.638,799.6306,543.5609,peace
166.40787,384.56262,140.44571,385.53125,133.39291,393.80157,202.98112,380.80515,164.05145,382.40082,153.41518,381.085,153.32417,397.16043,205.49478,400.0598,171.90703,405.41736,153.47078,394.3192,145.47911,no_gesture
843.27405,717.91455,886.6847,715.5845,915.56366,745.9613,901.35986,725.89606,880.53186,704.97437,948.29193,693.055,994.2678,768.6591,938.52545,757.58923,934.77826,741.582,968.9531,710.2958,1003.90283,peace
800.1303,694.91003,820.5906,677.6094,875.00146,742.8433,978.0841,698.169,844.95544,675.77313,882.9447,678.42755,945.6883,718.6963,1015.57135,690.7782,907.24384,666.7856,918.48584,656.8211,954.6974,peace
770.802,794.1334,735.89325,815.35876,716.7229,789.1127,1002.0881,858.0477,846.44885,853.4989,901.3766,840.66144,965.1454,878.46484,1039.1375,924.85236,924.0611,918.1565,947.2982,901.0387,981.34204,peace
301.2925,283.49057,291.61612,290.6645,287.56305,282.04993,356.51877,284.08142,314.3678,282.6439,322.66614,287.646,329.10648,282.67664,375.49765,284.42612,345.70502,286.51007,332.40112,288.9514,323.51453,no_gesture
435.90292,507.41925,361.66333,514.95306,330.98676,498.8521,629.7019,515.40173,468.1296,519.0717,443.7894,523.1742,419.12488,505.3335,655.95966,525.06885,545.0479,526.50385,504.33768,519.06085,471.33923,peace
273.57574,627.57056,257.2483,621.5824,252.93742,617.84064,360.40216,604.7397,289.79938,589.36017,280.20108,581.63477,276.1538,613.98267,369.84903,614.2783,313.66095,598.31573,285.6625,575.0868,266.48407,peace
719.48096,745.81506,648.39923,767.7442,635.6008,756.1176,967.0682,775.40295,782.8712,770.2382,782.40576,792.19116,787.99133,784.5728,1028.9515,799.023,900.2392,803.37274,873.04504,810.2803,869.785,peace
747.07404,927.7914,767.1628,948.405,784.98804,954.6641,811.77386,993.5258,786.0022,996.70825,792.02014,1029.4464,804.76874,1027.6249,856.5291,1050.9698,836.9938,1053.2634,832.2379,1067.9017,827.96045,peace
797.5408,785.01074,801.4008,816.1166,803.6424,756.4932,971.95575,776.8376,881.5382,811.6922,943.7456,843.01685,981.2506,779.4893,1037.3939,793.0892,979.6169,811.6578,1002.375,827.9039,1018.8275,peace
578.5802,1188.5376,674.4306,1240.7604,750.613,813.3182,710.4786,1112.6877,611.65546,1212.9822,727.87445,1232.2242,811.4501,903.0167,757.88806,1133.7843,688.4664,1201.7104,748.7721,1196.3828,802.6313,peace
191.68364,343.82864,167.61755,349.57614,152.067,376.5471,251.8549,343.16315,205.96169,339.16507,185.98157,346.62134,171.13483,387.26202,263.44534,358.2852,227.47755,347.7739,202.184,339.62793,182.95242,no_gesture
286.8748,250.0562,282.64316,252.624,284.33368,268.34634,350.47525,262.36588,305.35495,257.11658,309.7875,256.98315,312.09866,272.40552,371.5094,273.30722,334.40512,269.0083,321.47913,262.5301,311.70752,no_gesture
663.11676,750.1939,604.6662,805.3348,599.54407,696.38873,912.0987,687.8158,685.0277,720.4126,671.2525,771.20123,678.016,685.87964,938.7631,701.8314,781.24384,734.031,733.7194,761.9079,720.6185,peace
479.04947,512.1189,398.77756,522.5123,337.9082,484.93234,660.73,491.9239,529.66077,496.94724,503.5654,520.5655,486.1523,469.87708,676.57825,469.92422,588.7628,475.58508,564.9202,490.37982,549.1819,peace
275.5052,241.32646,287.42767,229.43575,308.7184,302.42828,344.56168,281.437,290.18536,266.14792,321.16702,254.00351,351.1496,316.54385,358.78555,301.9313,312.3144,287.30334,317.5428,271.22046,329.23285,no_gesture
780.71655,692.3523,788.84546,721.43805,790.9616,706.41626,976.5776,727.13324,872.5284,734.85126,935.7844,759.8547,958.7413,755.58606,1039.6296,759.27386,964.02826,761.6838,983.039,771.4491,979.2891,peace
244.49084,247.60202,221.82817,250.57835,218.57893,264.3055,348.04703,250.77957,260.42032,241.61075,258.7199,242.82611,262.08615,265.2623,350.5058,250.66287,297.01978,238.90616,277.49203,229.62183,265.7254,no_gesture
240.99007,294.8609,239.5768,307.46585,232.73099,261.20462,335.62283,268.8281,262.6427,276.02194,274.39713,280.86835,269.62827,262.15778,354.4456,268.37988,299.50735,278.5852,283.82773,282.00107,266.29852,no_gesture
263.21048,272.86386,253.35005,280.92404,248.56786,268.78564,337.65973,271.405,271.59253,269.50232,273.88373,268.70328,273.54626,273.33188,354.12405,279.36752,313.4979,275.3171,304.67416,264.8066,299.17978,no_gesture
576.7235,612.7191,513.3558,634.567,477.50827,624.4938,755.4741,611.2608,615.3424,613.4301,591.61884,625.35175,583.8993,639.67114,789.72705,623.85425,689.83093,613.3263,642.08545,597.5306,610.8274,peace
744.8996,1010.08405,717.26776,1014.9926,688.96655,1017.59235,919.3659,1008.17914,810.1295,1009.5169,837.3547,1006.3579,811.9149,1018.78125,975.38275,1019.6998,908.27185,1015.438,883.3938,1002.0881,843.5588,peace
799.87213,735.8175,792.4766,734.1727,798.9351,737.5615,1000.7362,742.33777,855.08167,731.28143,881.045,722.1331,922.0928,759.5857,1048.0449,768.84686,941.3673,763.1651,911.0284,733.81433,904.3002,peace
728.6889,541.5727,705.2409,540.9817,713.7275,574.39685,872.6462,557.8633,752.6888,542.34875,777.8579,540.24884,818.5299,586.8003,900.80536,572.2761,799.9228,557.0594,759.31854,539.30896,753.8709,peace
303.813,258.11124,315.20227,264.51126,322.53632,272.4699,360.34958,253.87775,317.6064,253.29594,349.30643,254.42824,369.10385,276.43356,374.89294,263.59586,349.6276,259.3947,359.19034,253.8507,367.11572,no_gesture
285.0189,177.46825,287.26434,184.5642,284.46637,171.34387,343.38187,171.07695,304.90607,177.0989,306.2948,183.22351,301.9299,175.52382,360.69452,176.93811,330.57678,181.55058,320.96027,183.98888,310.73846,no_gesture
325.30505,266.98077,337.51605,272.96155,349.69464,247.861,380.32895,243.2473,334.73358,241.60452,369.241,248.72527,399.17502,240.26938,392.36618,227.47478,358.99078,224.79822,370.02234,227.12894,379.19006,no_gesture
516.62897,1208.1686,524.4063,1263.3411,566.64154,925.02875,688.6762,1131.782,548.43176,1213.7692,611.3892,1250.6198,674.70575,976.272,714.1463,1108.643,620.7462,1155.8962,648.3613,1162.8492,673.6927,peace
781.9293,802.48804,805.69,848.48883,832.083,691.764,939.6154,770.66705,886.35333,819.6167,962.32855,867.13153,1014.4191,719.887,1008.3088,794.0798,1036.5424,839.79297,1094.5338,882.154,1125.6127,peace
682.6765,757.98944,716.163,788.92035,793.2644,646.51965,835.3329,704.15643,685.1647,740.262,712.47156,764.3868,790.01276,650.88214,845.2219,706.61005,706.34,746.7901,708.4231,765.7116,752.75824,peace
767.7687,792.2613,792.63617,833.93933,824.6502,724.21826,932.1667,754.06885,833.5142,787.79193,892.7424,816.8106,941.6399,739.64154,994.4885,769.3604,927.4896,792.6601,947.225,798.86395,975.53925,peace
743.5145,661.9207,698.29834,662.6152,671.687,724.703,905.0204,708.025,777.1607,667.8208,749.8158,648.6111,729.87775,742.8231,946.49304,733.836,821.08795,703.56,753.05145,670.63416,711.4455,peace
235.65411,239.79472,240.70193,227.35643,258.55536,280.41144,330.26282,280.66333,258.4409,249.9026,275.47696,236.44371,297.31735,287.7634,352.8897,282.4548,298.29208,254.64203,297.65765,240.18329,302.42966,no_gesture
534.3631,1010.3727,561.3799,1028.8121,603.0248,1012.8377,719.88837,1019.288,604.5767,998.1013,629.1691,1004.4153,665.3874,1022.2394,791.1209,1028.6946,703.90375,1002.9182,711.28955,997.5506,732.14215,peace
775.4388,848.10675,741.08014,877.39307,733.5463,758.80383,990.1325,808.3657,811.5771,836.24695,832.3627,860.0731,842.3707,752.6096,1022.31665,799.4033,882.6194,827.9396,855.50885,840.13306,835.36096,peace
255.2912,289.76987,243.9816,293.98306,242.36389,290.36493,333.00592,295.61002,272.75406,291.1891,275.5996,284.22815,275.18732,293.84567,342.93155,300.71094,307.51065,292.24612,293.07306,277.6854,279.3139,no_gesture
512.60895,933.5564,427.38406,917.0173,397.22073,1027.9237,684.8745,964.86096,549.19745,944.556,504.26962,923.37134,494.0854,1042.7664,711.61115,1005.4495,603.06714,994.8334,534.69916,959.0985,497.62393,peace
811.36945,683.776,787.8389,691.0896,791.1681,762.15393,952.325,749.57465,878.4204,743.0999,875.2073,740.77545,890.06946,828.94867,1021.05194,819.085,934.27655,800.1692,899.49445,774.0054,892.621,peace
677.33545,748.1918,669.4697,776.20795,669.06824,708.0128,913.9876,721.8852,725.7636,741.4367,753.0769,766.7307,748.35645,714.07654,973.6927,720.9605,832.1152,736.289,811.1274,747.4383,783.12506,peace
282.85284,287.8442,262.81027,290.21393,255.8397,296.57413,349.22726,300.30017,298.97452,302.26874,300.29083,298.17398,299.65857,318.82074,358.73734,317.2876,328.20206,313.87228,317.77325,302.7839,308.65747,no_gesture
781.03467,753.5124,821.29755,767.69476,842.0085,728.1553,907.8626,717.9344,835.35376,737.3221,854.7619,741.4602,858.9728,742.8084,956.6819,749.03424,901.235,764.2988,883.54816,750.2385,880.2702,peace
451.4167,315.97513,436.8116,324.85757,429.17004,292.13644,485.7616,303.0136,454.92673,309.88464,451.60703,313.9763,449.17538,307.78348,487.70248,321.04538,463.88934,326.20978,453.0493,325.54947,446.94553,no_gesture
819.45264,658.54016,827.9003,668.5787,845.728,686.0987,954.72736,660.01135,852.4531,646.7156,876.3105,652.50183,903.64294,685.7557,1025.6343,660.9164,923.072,660.1375,904.79565,661.42975,914.88727,peace
214.59242,274.06,192.59099,292.23743,180.9227,190.32043,306.27747,256.00867,248.94348,272.6999,243.24876,281.4573,241.57884,199.19865,329.62436,257.05103,299.02826,274.47147,298.093,280.44537,303.9192,no_gesture
1360.6626,500.3713,1563.7999,498.09875,1717.4197,577.3682,1009.98126,506.7035,1134.4973,486.25317,1254.0143,483.41656,1378.3776,535.4703,900.23804,477.38785,935.8428,458.90063,970.231,453.09973,1011.98035,peace
519.5162,937.50574,433.2356,958.83765,386.59802,1003.1341,722.0649,948.7893,552.2456,955.57404,498.4635,983.635,458.2652,1026.815,751.8218,990.78564,620.42566,985.48206,568.7781,972.19055,534.67944,peace
687.89795,554.89124,600.51074,569.1279,571.9689,500.90076,967.5474,514.7806,762.52057,529.30756,753.5622,545.2414,760.75525,484.10196,1036.801,494.78992,893.32446,503.89523,836.20404,505.3438,805.45624,peace
798.4235,763.61176,772.8066,756.7685,737.0716,722.87616,933.13904,742.60077,857.1026,735.6279,852.0935,713.0355,827.2755,722.8603,986.04944,759.7954,899.1568,765.6621,842.442,739.85706,801.3965,peace
298.9347,266.8424,287.71384,263.07254,286.23987,279.8565,351.89578,269.51044,305.13123,264.7926,305.2503,258.27988,315.60257,287.54697,362.74713,290.93198,318.3526,286.21344,301.01566,271.11414,297.54434,no_gesture
212.83041,363.86163,208.21571,358.16595,207.21956,367.09232,267.10556,355.2085,226.60835,342.94687,229.07811,338.34637,231.8261,367.593,274.2668,370.76593,245.58258,357.63892,235.15915,337.6857,232.00006,no_gesture
262.6148,196.8219,247.57217,181.7107,258.77628,287.8243,365.24002,217.02962,295.21622,177.49658,301.971,163.93849,320.15582,271.13034,395.24008,213.24716,330.6204,178.70467,327.59967,162.5925,335.6829,no_gesture
256.0761,280.99533,248.2753,295.0302,258.12854,263.51117,342.35165,264.05618,260.52863,283.70874,264.17416,298.18466,275.9312,267.821,351.5335,278.35953,298.77533,287.85242,286.17413,290.4037,286.23547,no_gesture
187.30556,221.43735,114.78938,229.0881,79.3793,194.18929,307.44495,202.06937,192.38373,206.51413,135.52563,217.65613,96.66058,187.02153,306.49854,184.01733,222.39458,189.0288,178.95197,199.73369,146.34029,no_gesture
826.1352,964.02344,892.26666,977.21576,968.4988,753.9498,932.6747,957.5612,820.3661,1002.49567,927.77094,1000.45074,1037.2156,806.6628,975.5813,965.2681,874.8787,1022.5318,927.90826,1031.3351,998.2184,peace
376.02576,783.13745,417.38647,791.9965,457.50577,644.9012,483.6125,732.81287,443.1283,768.5234,470.2132,774.43866,514.39856,642.3673,542.99146,705.2605,524.89087,735.49603,544.436,741.31995,572.7035,peace
326.0987,169.62827,359.73505,171.58618,398.85895,298.0527,375.20352,225.66136,346.73257,205.35931,384.1244,210.5919,428.56274,310.62003,385.17874,245.34189,356.4031,228.55586,379.22916,231.3467,406.86353,no_gesture
315.89374,195.70746,351.9327,205.93977,383.9456,142.57109,386.86017,180.1362,368.53656,199.05353,393.90234,207.54999,428.5743,152.1921,424.70422,178.36192,400.16013,199.02518,410.44373,209.62155,428.0349,no_gesture
836.7919,748.3204,865.70233,783.9631,944.556,697.74725,1084.6958,719.7501,934.1774,742.20087,976.5013,778.276,1073.5507,720.38324,1191.8502,746.3441,1087.4392,763.7574,1111.8029,782.90924,1164.5892,peace
298.7084,169.00172,337.3341,170.63062,367.06967,185.15627,328.8468,169.4504,314.10995,169.34871,357.80133,176.66309,386.83206,168.56276,339.06674,155.93286,336.48053,155.11377,359.61404,160.28757,378.7126,no_gesture
222.9267,277.9729,204.43686,283.40335,200.4173,261.57724,309.7695,267.28467,231.00006,261.29797,234.29684,261.42715,238.66284,263.0079,325.24786,269.1528,269.82553,259.26175,255.5779,248.19357,247.99196,no_gesture
773.5144,677.2065,738.8823,691.6176,719.31085,686.57275,959.01056,669.158,829.3585,678.54956,816.5359,693.6266,830.9362,695.7612,1009.2807,698.45795,912.7996,703.49524,882.65497,697.694,881.555,peace
305.43735,271.75693,300.06116,271.40546,308.76035,284.99673,378.21735,272.2633,322.06012,265.34702,327.90988,262.82263,350.1803,286.9472,397.7545,285.69434,352.9783,280.96948,349.37372,273.65863,362.843,no_gesture
159.04619,359.81915,131.77844,365.30438,112.447044,365.42206,198.66309,355.4543,168.12729,351.8125,149.47314,350.73236,134.40466,366.99042,206.78854,365.6938,182.73691,364.8258,158.92407,357.09018,139.31616,no_gesture
307.15445,264.84628,326.3416,264.11487,348.92578,276.10992,358.75323,265.75763,311.54126,261.0052,337.85916,254.80531,362.89395,280.25116,364.5373,275.0335,332.3823,266.11087,331.93997,253.45964,334.1739,no_gesture
356.93674,255.81615,339.0555,269.82773,335.06284,257.1396,480.42908,278.35114,392.3488,294.93054,372.125,307.65662,361.2087,288.1086,503.91858,305.52707,436.89847,316.37643,407.52167,324.0658,388.4094,no_gesture
647.7949,709.11914,569.6513,728.98346,555.1732,743.9391,933.4755,687.2365,675.1965,684.8846,678.3726,697.3902,703.4358,747.0821,950.9785,693.14905,784.2085,685.82855,735.621,682.6999,711.6477,peace
658.6194,437.60147,637.59186,451.84116,637.4824,468.99258,914.26086,447.90192,715.9296,452.94724,726.0492,468.42822,724.2865,478.47632,972.6898,470.28888,819.38135,472.06903,760.4161,475.2651,715.5572,peace
296.33273,602.669,276.89386,606.3796,268.07034,611.73096,365.29504,586.1919,309.56152,561.142,300.10315,548.5409,287.41763,596.1295,364.56177,583.8746,316.61075,560.2746,303.6993,525.5872,293.7184,peace
325.98477,260.37073,340.64706,262.42715,350.38654,259.50165,363.56818,252.87912,339.44177,248.23703,360.5259,245.09674,383.40903,264.59586,380.7673,257.91092,352.11844,251.51755,352.52176,242.01886,356.3865,no_gesture
273.44855,173.69173,282.7618,163.89777,317.50272,263.066,364.71423,212.62743,271.0201,181.58221,284.68787,174.19073,316.95374,265.5083,366.65848,216.76764,292.33902,187.47667,298.87833,179.26761,323.87616,no_gesture
831.23096,698.29675,828.0812,700.3236,851.4376,787.6482,982.18274,765.6472,867.69727,720.63617,878.7298,702.82074,896.3294,846.4635,1021.4715,813.9018,945.4005,784.97034,899.9628,764.64355,853.3098,peace
861.7468,681.65216,938.7725,723.87756,1009.7606,665.7956,988.9432,678.5873,901.0601,701.61017,989.1467,738.3301,1053.4865,705.9028,1028.7351,705.25726,939.40594,721.3896,997.7601,746.25543,1056.7634,peace
665.87024,705.0388,603.5403,726.1946,571.7145,785.06177,894.5613,733.25433,686.25824,723.3552,670.07446,740.165,645.0702,815.2574,932.8641,765.50726,779.8545,746.49457,742.918,744.0851,721.5997,peace
733.3277,1006.5763,690.1033,1009.84735,679.53,947.7654,917.9071,989.38495,742.8962,963.2655,711.5699,919.7407,699.0921,994.2793,948.1231,1042.1982,796.66235,1011.7302,742.2118,946.829,723.6315,peace
232.06728,260.1203,217.10905,277.2157,215.5281,232.17296,296.1372,237.81126,237.49678,252.99805,238.79593,268.45877,241.77348,234.5899,310.95874,238.77086,261.0989,245.55212,246.03581,250.1544,237.76945,peace
871.77686,831.77655,893.0267,845.9579,937.5584,865.5403,1008.65375,881.54846,928.06384,880.3065,973.6599,873.1111,1027.15,930.51245,1043.5137,934.1211,975.3659,919.0757,991.2012,896.1227,1027.8105,peace
422.6169,1009.9802,382.4559,1021.70465,362.6842,987.6087,524.67596,968.8129,451.13977,979.079,423.3089,983.3688,407.21307,1002.4812,559.65985,1014.53284,491.29593,1040.083,442.4738,1027.14,414.2136,peace
400.52527,264.0846,384.6539,273.55807,375.69995,267.8328,451.4399,259.77728,411.48483,259.82684,401.85992,263.27472,393.2852,269.6033,468.82883,266.63086,437.68707,268.547,422.60175,267.89938,412.02173,no_gesture
272.6048,373.95828,242.19394,389.69794,225.9971,352.3857,364.2409,347.83582,278.62033,354.44147,268.20456,363.77887,260.53165,349.71622,370.8592,348.1301,313.59033,355.36758,293.35138,357.3099,278.79688,no_gesture
939.9244,408.57703,953.3912,384.55328,921.85864,453.80695,1010.2245,432.471,987.32947,397.122,1046.4355,365.32193,1075.2661,464.74182,1053.8077,445.23407,1013.1069,412.03244,1022.46216,370.6779,1028.7042,peace
360.74756,272.6573,405.37122,274.37857,435.4673,290.07285,382.3898,282.61264,383.31546,275.34518,443.9126,269.7476,490.14362,302.80344,400.3769,302.22122,398.75177,294.37534,425.20493,282.74442,444.69492,no_gesture
596.0002,856.1478,534.92584,815.502,500.7426,1053.9874,822.7615,1027.5195,671.06244,951.19745,619.0994,893.8935,598.57855,1137.2389,878.6364,1094.356,774.1628,1037.4094,740.68713,982.0438,729.96124,peace
300.06046,285.82254,298.57684,285.24512,293.0785,288.50555,366.4167,281.85898,313.3227,277.435,326.6988,268.53302,334.68848,298.2196,385.19516,292.0507,332.6776,291.78094,320.4054,282.259,322.24927,no_gesture
565.78064,954.38745,559.8065,967.9591,561.11066,1033.9744,717.82965,979.5948,607.86816,985.6579,611.9815,1002.0949,622.8426,1053.7219,766.17303,1033.0415,678.55475,1033.5779,647.594,1024.714,637.1737,peace
297.3423,255.10335,290.93082,254.29167,286.10303,264.71948,356.85657,257.10464,300.82962,240.97699,302.55295,235.15761,305.39984,259.96545,369.41403,260.11432,328.99713,251.62366,312.50137,243.03044,302.4311,no_gesture
829.22894,824.67804,874.4741,849.46484,920.76,673.9071,996.0436,780.857,846.65234,820.51044,898.1384,859.12604,957.82556,680.04926,1021.6606,759.8006,901.8496,800.05426,915.96075,825.543,952.1874,peace
488.3066,469.86328,475.83508,465.6353,498.05743,511.10693,586.9753,496.3919,505.46994,487.1348,517.8,478.81705,542.5647,523.7478,595.853,512.2012,532.21674,489.61917,521.03766,459.07462,523.8775,peace
718.5204,712.2112,654.2263,727.0619,640.0127,759.9963,940.19147,743.6698,759.9079,735.995,712.9204,737.92896,705.78424,794.46606,987.3122,804.7971,860.60645,802.1804,788.4986,786.4255,752.6631,peace
247.73418,305.02902,219.52937,314.98627,200.94562,269.7361,334.07144,280.4383,258.29367,294.0388,250.95529,301.49338,241.4589,264.82785,346.86804,278.4454,301.5613,285.6219,278.5959,285.59448,259.2549,no_gesture
766.36505,742.75415,703.25854,761.8123,666.01184,712.9384,899.62463,728.43164,736.7305,720.25525,726.85376,737.18604,722.2999,732.2167,901.66656,746.76086,799.91284,731.8462,775.3178,733.7691,741.39685,peace
752.5625,767.59186,699.53644,769.9959,676.4066,755.1787,918.5574,755.8085,816.85925,748.41943,813.8943,733.06934,806.99976,775.2506,959.9344,789.8484,907.7226,798.4106,866.58203,785.38385,833.17395,peace
744.98303,687.1203,697.1277,686.8987,682.98157,779.37103,971.9913,722.3768,759.5648,693.56085,746.25073,680.1708,746.3055,814.1295,984.6544,794.88184,843.3068,772.11694,792.00104,734.9786,753.8629,peace
347.50308,137.28906,322.3535,100.21808,307.72498,269.31458,471.7384,172.55904,399.83328,123.65351,368.70572,91.18045,348.61224,243.83238,521.30695,169.24854,466.52536,132.36406,436.7076,104.741135,409.05426,no_gesture
812.99774,686.27954,785.1681,698.1605,776.4496,745.29,959.7391,714.0665,866.02167,697.41296,847.1693,701.26697,819.1373,757.52094,1021.4097,757.7017,939.03815,740.30115,872.0858,719.98566,822.08844,peace
439.0633,766.1574,433.81247,764.90173,433.05682,745.24994,526.72644,758.1072,454.52582,742.9064,461.56714,739.225,462.43027,754.5444,535.9571,791.329,488.00125,818.19574,464.1793,834.94556,442.54855,peace
392.3723,276.61215,395.68805,281.1235,407.10178,261.91104,436.19144,273.65738,393.5737,269.57187,408.10272,269.66605,421.6202,264.7626,438.46878,277.45657,413.4803,276.216,409.61636,270.48135,409.3512,no_gesture
737.6702,762.7656,716.47754,773.352,706.55273,715.60297,898.0199,733.6648,770.9054,750.5707,774.15533,755.7917,782.6432,735.4886,940.50775,760.2468,851.09937,782.66724,813.5865,782.193,792.21576,peace
274.16376,336.68262,256.8041,359.46634,251.59915,257.81894,387.98218,320.4812,311.2834,346.42,304.25696,364.1756,304.89902,288.52826,427.20798,329.4001,363.982,345.09418,339.35236,355.1047,317.93597,no_gesture
729.2628,778.4421,681.48315,816.4821,629.7644,680.45233,904.0881,740.40375,759.62286,766.03674,731.723,808.3547,688.82745,712.9302,931.7156,747.91296,824.83185,756.7003,799.96375,771.58936,776.98047,peace
474.2944,355.40332,479.36456,361.91132,491.12024,336.42184,584.91846,343.4852,496.07056,355.23416,518.2,356.634,544.5379,344.35675,617.33417,358.5608,542.5446,371.9366,531.2479,371.47214,540.3686,peace
673.882,774.42566,633.4029,828.41583,623.81586,708.897,842.1499,760.2659,725.98737,785.3733,744.3677,817.6776,760.8012,762.9032,904.3873,791.7189,818.7917,790.5943,793.0518,790.0621,783.5033,peace
326.23334,282.08185,318.9082,290.41644,330.41357,288.06506,369.3884,292.11578,331.73108,300.00995,321.81955,307.84225,328.07062,309.34354,380.82272,314.22272,344.1824,316.7724,323.75455,314.67065,315.98297,no_gesture
236.35922,263.71338,227.6156,275.746,238.50592,264.56372,320.64523,257.52258,247.49515,260.22595,249.77336,269.07294,261.1854,266.99576,339.54514,262.27338,279.7706,262.10278,264.81982,262.94437,261.5582,no_gesture
263.55325,205.7552,262.58203,207.00475,280.10602,290.08215,346.2702,223.92825,279.60022,212.67563,292.7418,214.22662,316.3389,287.21906,365.79935,241.2777,312.2212,230.24934,305.409,225.15598,311.9369,no_gesture
658.604,768.1077,631.76587,759.17786,634.0784,842.38367,937.6036,822.17194,747.7072,813.6664,760.6116,800.95087,775.37036,897.9381,996.61993,879.50226,849.85266,851.98944,824.81116,822.2763,806.4653,peace
225.29288,339.78976,253.26355,353.93234,295.94876,267.76218,323.20544,309.74667,242.04683,332.23654,272.5329,338.10205,317.1167,275.86008,342.8645,305.72147,274.30075,320.7818,276.0541,323.16983,291.15292,no_gesture
260.21143,281.195,251.24985,291.00897,244.6387,260.22708,342.2936,268.0619,275.19296,271.47284,279.97272,274.5945,276.1068,258.21976,358.05127,265.4982,303.44476,270.61606,283.99146,268.9701,274.35602,no_gesture
270.26212,301.06042,271.13553,311.7586,285.29822,268.84045,343.50464,301.57574,287.02014,313.60318,297.60733,321.4759,310.52847,279.9135,371.473,304.9394,332.55682,309.66257,326.07645,306.38522,322.8083,no_gesture
276.70764,287.2679,260.0153,298.4498,255.85228,267.45233,364.26352,274.78946,296.93677,283.48257,299.64752,292.49716,301.13528,275.22397,379.5827,277.87112,328.4005,283.05737,315.2592,285.24326,304.82584,no_gesture
810.31067,773.0685,789.43567,777.2387,779.4571,751.5718,980.047,786.37274,840.62427,785.4402,855.5791,779.15674,877.1597,765.3004,1015.4669,791.1383,915.9848,788.3918,897.168,762.48566,897.82336,peace
300.9574,293.74432,296.4061,304.96503,309.55118,271.12695,354.87082,283.78726,304.54095,295.9596,305.59125,305.42236,318.39838,282.76114,362.79205,290.867,320.58765,301.68903,305.2448,305.23254,302.5365,no_gesture
250.54443,273.4003,233.21968,274.0169,229.48666,261.29465,332.71542,270.17706,278.12122,265.1308,279.84744,263.63245,276.73563,254.43715,356.85724,261.84317,318.81863,259.9959,294.59793,256.41544,275.97525,no_gesture
320.4886,253.08199,311.8237,257.08057,317.85052,273.69672,372.90015,266.87674,349.23993,269.18094,353.95554,277.81384,358.8718,291.88568,397.49304,291.28516,387.64883,294.4044,390.28888,298.44278,395.1864,no_gesture
200.40114,304.34787,207.49724,321.1321,230.7303,200.14883,303.96817,261.40512,213.23291,296.37854,221.22377,309.70828,243.91603,206.00385,319.5314,259.84662,237.21239,292.5692,231.24182,307.8692,243.93665,no_gesture
298.68137,185.87766,296.7867,192.29778,304.34793,168.23218,365.365,175.9433,314.56808,183.49886,309.52646,189.54854,313.11484,174.57867,387.02933,180.4221,356.72763,184.56627,328.37762,182.86617,315.6179,no_gesture
601.86316,578.1754,654.6241,512.6804,734.0435,794.5923,867.4514,655.93835,713.3307,518.7793,747.2986,480.7572,801.2523,703.6099,954.02704,605.7699,783.2068,533.41644,775.89124,509.7231,770.2617,peace
