"x0,y0","x1,y1","x2,y2","x3,y3","x4,y4","x5,y5","x6,y6","x7,y7","x8,y8","x9,y9","x10,y10","x11,y11","x12,y12","x13,y13","x14,y14","x15,y15","x16,y16","x17,y17","x18,y18","x19,y19","x20,y20",label
266.78424,543.4786,276.4236,495.8772,278.3849,435.16507,270.219,390.56168,272.07825,357.08957,265.54324,362.3422,264.04294,297.3504,262.97104,271.64975,260.55502,256.42554,260.3318,355.35834,256.31262,294.57126,260.35785,287.00677,271.1371,277.88104,257.44592,369.84045,252.9894,317.62112,254.1719,317.87646,257.7826,315.2689,262.31253,384.14554,263.99838,347.26318,269.21103,328.15955,268.25143,317.21686,no_gesture
296.7999,555.91504,300.15695,493.6343,297.1838,430.46405,287.96744,377.07254,288.92868,336.0234,275.75586,352.0346,278.80087,286.11636,286.3626,266.938,290.6373,261.98514,270.6007,347.18887,281.14075,294.8756,289.1363,287.73245,297.6262,285.07205,267.82578,358.1188,276.6491,312.2879,282.23483,323.07965,285.83682,327.36728,273.98938,374.08414,283.3514,340.07285,285.8576,328.40228,280.6032,318.06,no_gesture
259.32336,575.023,270.49533,510.76166,279.3509,435.84583,294.7681,379.82913,315.56897,343.73502,263.56534,321.87073,299.64944,292.2153,318.28763,291.92303,326.09555,303.5779,270.42014,328.97498,299.8631,294.33096,315.31082,297.0016,325.76364,304.4497,277.44492,354.40454,305.8812,326.9721,319.5523,357.96866,326.6398,391.65765,290.106,383.49405,307.97424,360.51645,317.8217,364.17978,318.30203,370.1906,no_gesture
246.64674,563.3736,309.763,485.2074,335.93915,390.00348,362.51343,319.63367,405.34695,287.54675,261.56348,283.61182,299.15335,205.0903,339.13385,214.25554,357.75146,245.24016,225.36443,298.48422,282.93396,241.56883,327.47473,257.5368,350.28326,289.48468,203.75674,323.29907,264.60004,267.08313,306.27524,279.3686,327.60385,303.86728,193.21011,345.83932,235.9487,289.2988,269.17734,291.352,289.64792,308.75287,no_gesture
253.05872,548.5202,253.79138,498.43073,261.10333,417.07156,274.6008,363.6425,288.30743,322.83545,264.9395,305.50836,263.2409,236.04266,265.67023,204.26921,274.92728,196.82849,258.58926,307.75134,266.93143,245.65817,265.77402,226.4584,274.35852,227.01283,252.80069,327.81787,255.70055,266.66617,258.9218,247.22934,267.82977,238.10916,251.55469,352.11954,245.39487,300.73026,242.81017,279.85867,242.49863,267.171,no_gesture
282.9674,587.4395,284.32697,521.71747,281.5767,437.83942,277.54285,384.78,281.93665,356.19534,278.96185,338.74014,261.51535,272.26868,254.17824,256.24893,251.891,255.04903,273.9091,338.00082,260.14612,288.74493,252.03586,272.54742,255.45226,265.75592,272.1032,358.84662,257.96606,315.23386,253.90753,315.98947,257.4016,317.96042,278.284,383.21658,266.04135,350.516,260.34137,337.5499,255.13713,328.73465,no_gesture
277.90518,556.86523,279.5679,503.25284,281.76108,427.25623,274.97504,368.44662,284.8458,330.82455,277.73853,350.57358,277.0047,279.10748,278.4348,252.1639,283.96475,243.64084,270.21664,341.93307,269.27356,271.76624,265.30704,246.26215,271.7821,238.33635,262.1487,352.24802,257.57394,282.52768,257.91666,276.24246,263.98856,279.39505,259.4725,367.98874,257.79755,316.60025,259.08838,295.15738,257.26236,288.64304,no_gesture
286.52655,596.2406,273.96872,530.7792,259.2904,447.2421,243.7103,375.99545,233.24324,319.41876,296.4195,339.05655,276.43466,247.95969,249.17519,249.5338,239.28685,280.86334,294.77228,345.28223,278.9827,251.68687,246.23615,266.52713,234.86388,298.28897,290.20615,365.5162,279.69528,285.2903,247.14134,294.3162,235.11665,321.12448,285.52753,390.9603,262.57727,333.48007,241.29337,326.6601,234.68379,333.7639,no_gesture
388.89432,584.82764,382.09927,516.90625,359.1931,431.0976,335.10605,363.44284,339.71564,321.81094,370.2933,343.2873,346.09155,282.7645,322.7028,264.47495,303.4377,258.5818,370.8056,328.2775,337.34045,264.95633,324.13574,258.0209,325.1582,258.01132,373.26196,335.05685,348.50848,283.32755,341.91946,286.45868,342.70135,286.33206,377.02838,344.6204,360.18814,312.31802,351.8421,301.52496,346.73538,292.7998,no_gesture
263.36026,588.8642,224.62085,541.1177,212.68163,468.79874,214.96101,410.88492,227.67642,369.86426,202.03798,364.5798,217.4931,262.2884,252.9748,245.11063,279.85947,261.10986,223.12993,350.78897,238.97125,256.03174,270.52274,255.59822,292.56113,274.23215,250.28716,350.58722,265.51385,264.4395,291.16095,263.45496,309.19666,284.14917,284.49548,358.7199,297.96332,286.50302,315.3402,274.56064,325.3673,282.68134,no_gesture
263.99216,606.6328,225.48079,533.95776,206.96907,455.84497,195.04857,394.48853,197.00224,356.62415,259.3099,330.3842,225.84753,276.646,216.7415,282.08414,220.49602,295.8296,275.14584,340.70914,238.14351,282.8027,217.64516,293.14984,212.93689,300.9937,281.752,364.54858,252.11096,319.9605,235.1018,335.38364,236.73415,349.34958,289.45682,394.19928,263.19788,350.12573,242.94675,355.48645,236.84926,359.10742,no_gesture
297.8954,555.1081,293.76627,513.0139,285.97894,445.6991,278.40958,377.34735,271.385,326.95566,289.77487,368.64914,271.133,285.95044,263.2704,241.87859,259.42557,216.37566,282.63742,349.8965,270.58258,280.28387,264.31378,246.59091,267.99188,229.71007,276.58215,353.32614,261.35132,287.99997,251.26186,270.87112,250.16478,256.60004,278.73688,365.96173,265.8234,317.99734,258.06326,295.24124,251.55865,278.64667,no_gesture
228.09532,592.79254,276.00867,545.4904,323.7987,453.56628,359.63638,384.3228,385.4727,330.66058,245.7397,306.02652,317.67093,264.74066,353.67252,309.77017,363.7011,356.26462,233.47955,291.62555,317.4112,281.94885,349.62103,355.1108,357.81308,408.47086,231.31567,299.86566,316.0836,286.5213,346.05124,351.24884,351.10458,403.68832,235.70378,316.86224,299.58386,290.8673,329.1147,332.0201,337.9949,373.63867,no_gesture
309.2549,569.2284,302.31522,510.53708,281.19876,440.03943,256.24075,385.20486,248.31367,351.2027,288.91272,344.73694,281.6447,303.1231,273.78934,293.3235,269.7531,290.73303,287.24844,333.92072,283.2774,292.98273,277.71906,290.31628,283.08826,290.29788,286.39365,344.71164,278.40982,298.92294,277.54153,300.64264,280.15994,299.37305,292.0426,362.55276,290.09595,320.35742,288.92746,313.52505,285.34595,314.02713,no_gesture
358.44495,429.17984,352.13342,387.7994,335.59094,329.9257,323.26743,278.86224,336.4229,248.86113,355.17505,270.06848,352.16455,225.0107,350.54483,219.95482,355.247,217.42125,355.1439,261.05667,364.90677,218.46086,365.95352,219.58403,376.4456,224.88095,361.44174,267.9085,363.05887,233.38278,359.87762,243.25313,360.03207,248.85132,373.39246,278.7728,374.7763,256.79962,366.6481,257.27118,354.21652,259.94266,no_gesture
307.60437,570.1264,309.04153,522.8223,302.27405,458.85126,286.22192,401.53818,291.91122,370.89023,284.92184,370.6311,277.0848,320.40427,294.87808,316.7007,309.5328,325.3732,280.32703,360.35022,271.45053,304.66766,287.85336,306.85648,300.50464,330.41443,283.51315,367.3814,271.92477,310.6167,292.43988,321.26428,305.27753,343.0826,292.7499,382.92502,292.39807,340.28033,305.4957,330.93033,310.77182,333.42862,no_gesture
364.92834,329.38727,387.5341,298.67035,402.9606,258.03027,406.32422,227.71309,426.66284,209.26974,372.98544,199.71693,376.89316,147.75598,371.98938,128.01485,366.41907,117.13204,357.74817,192.39706,358.21933,144.39305,352.4219,133.3679,358.50592,127.35346,350.36975,196.36201,349.88962,154.85765,345.07355,153.10356,345.9041,150.09282,351.92587,202.08614,348.2705,172.28195,348.45557,160.1943,346.73074,151.6745,no_gesture
303.01715,585.8704,286.87216,520.1088,270.18558,434.492,253.57355,371.54898,245.09903,327.89966,274.75082,353.02838,266.82245,298.10443,256.31946,273.59106,246.94159,261.32486,279.21655,346.42245,271.44775,295.37335,263.50974,287.8881,263.9105,294.26456,281.743,365.36325,266.00714,315.42148,258.99127,315.41528,254.47295,322.28018,289.60715,388.21445,279.37,349.5492,275.77127,335.20294,265.60376,329.97342,no_gesture
255.32234,574.53687,278.55176,515.54724,293.48578,442.55133,305.86392,381.0449,328.23364,337.99408,276.67114,337.50772,277.51962,272.14813,286.39752,238.23453,295.5505,225.5702,260.0786,337.1204,273.3533,271.9981,281.69473,258.8899,290.51334,262.1677,248.90909,352.73294,263.47415,291.5151,273.38156,296.09985,284.74295,309.41144,248.45927,371.6258,260.7777,330.45724,268.35016,317.39868,273.5054,312.27515,no_gesture
378.7286,580.2943,374.47437,529.94464,355.80048,435.3486,343.85123,342.6573,333.16858,288.85297,354.47794,339.50424,339.9794,245.05089,342.10086,192.9546,341.72052,156.75821,371.45108,329.34216,351.9335,257.01364,354.57025,214.78917,364.3483,183.91583,384.95163,341.60468,373.28546,276.3888,376.24783,255.6213,383.23724,233.81438,406.21918,355.26505,390.15714,300.27124,389.84644,271.98175,388.39008,244.18129,no_gesture
235.38019,498.034,199.70888,462.07477,179.70802,436.5517,178.33423,409.66196,193.35414,391.3049,207.46404,383.1487,217.50563,394.87582,228.95738,422.70074,232.7353,447.47235,244.04533,392.61758,244.53082,422.25772,244.62247,443.93765,246.06937,462.87555,272.78915,407.55206,268.28198,428.95892,265.91266,451.16675,267.3464,472.31088,294.3576,421.89447,295.9342,443.3695,293.85184,456.28085,290.7367,468.85223,no_gesture
230.76897,575.6355,279.3476,483.0615,314.90692,402.36673,334.6023,347.80698,348.4205,304.05154,257.7918,286.22876,287.46948,212.53241,328.68546,198.85121,351.48325,210.3476,233.34315,303.9912,276.97083,210.64325,324.70523,206.92854,354.11328,236.09465,222.39159,346.76816,260.5907,252.301,306.3845,245.66383,330.64792,269.04132,220.43936,394.09113,248.51373,324.9834,274.30255,301.97165,287.12473,303.46545,no_gesture
275.05844,529.74664,299.10318,475.83603,315.81497,414.45648,308.015,376.70926,302.99878,355.8335,305.7482,359.3402,297.09097,318.87323,295.10358,303.66702,302.459,306.8736,282.0685,356.13812,282.43057,332.06357,279.30032,331.6963,284.3843,340.0117,256.93192,368.80923,255.57346,347.9374,254.4041,351.28928,259.8888,367.04044,240.839,392.30673,242.51695,365.71628,241.58446,363.23404,241.6722,370.66403,no_gesture
241.59717,591.2303,267.8972,527.932,282.42892,454.01743,277.88995,407.70483,282.71085,381.22977,262.29865,347.06683,271.09192,314.97986,280.9344,317.6759,285.06516,328.3282,264.2373,342.77203,278.03537,316.6836,282.2334,343.7855,282.17078,366.987,264.1142,362.33505,263.11765,344.03552,255.55537,387.92133,243.7469,429.06976,267.60123,383.19183,265.2199,376.7707,259.96463,390.77957,245.25961,403.267,no_gesture
296.71338,580.7049,280.0148,522.0875,264.28516,431.82568,256.62415,355.7605,266.23022,311.58514,265.22852,340.18347,248.9438,247.77151,242.79843,188.51482,241.4882,151.36049,273.8905,330.6892,259.5448,243.29584,252.76378,193.562,256.90396,164.14764,280.1561,344.31583,266.72244,259.31287,261.12125,225.56082,266.0591,198.29169,292.02075,362.5572,287.14957,296.37955,279.03827,265.54575,272.93655,239.67531,no_gesture
339.12775,562.31384,324.8371,525.3071,309.74704,443.28833,285.14685,378.3084,285.33728,332.91177,298.31696,331.10275,281.41785,277.15698,272.2108,265.40778,274.2296,265.7674,291.32806,323.62045,272.22443,270.38348,267.7715,259.92014,275.71695,262.81467,287.8906,335.99365,268.39197,281.00345,269.26584,280.64734,279.47232,277.3081,285.3676,357.15372,269.8023,322.14578,264.13693,311.58676,267.59998,302.58304,no_gesture
308.92883,555.9897,295.52454,522.3531,283.42673,453.50284,266.62003,401.15897,265.639,367.71515,279.61145,352.80408,274.89108,278.35492,266.0948,255.64911,261.2618,239.19963,285.63086,333.70963,283.98035,271.92432,275.05612,254.50899,279.2692,233.4037,292.60626,341.79993,286.5164,283.85513,278.27527,273.04156,280.19263,253.65097,304.76477,358.61316,304.08948,314.0476,301.95807,286.0402,301.75006,258.5901,no_gesture
268.57266,596.4481,251.59933,538.13745,248.72667,448.29605,252.9878,374.1156,250.98831,334.7841,254.5142,371.40723,253.10127,290.7687,260.13083,265.6683,268.07748,259.9197,272.17517,371.20413,269.2894,293.7583,271.68976,270.63623,277.3391,269.9338,281.90036,391.16574,281.87857,313.24774,281.32147,302.79535,289.4648,305.49835,298.17154,418.52786,300.7301,362.21713,301.15167,346.96823,302.69357,340.0616,no_gesture
289.91125,570.5175,274.712,513.5768,253.78426,444.68918,233.20175,407.83167,248.36699,381.6601,275.64764,332.17743,290.79446,290.36157,290.36398,280.0254,287.33594,286.00653,278.9737,344.40698,286.2738,293.1234,288.49283,295.58722,296.3965,308.71652,286.71555,372.64984,290.93494,329.8406,301.45404,345.69537,305.1749,358.5527,300.296,399.65573,312.18207,372.85873,316.98254,360.97437,314.24313,346.6731,no_gesture
289.6536,568.0826,278.5005,511.74738,260.8802,432.13702,240.68683,374.087,241.32024,337.60892,267.59592,334.49753,258.456,258.6287,248.68562,235.39165,239.0164,229.12524,278.703,332.37744,271.28806,278.15503,264.64816,264.81418,267.98523,259.8508,290.1278,353.5331,289.27502,299.63483,287.75122,289.42902,287.99435,281.26593,307.36783,380.72418,308.08362,333.32205,304.94412,306.06693,297.06116,290.25085,no_gesture
285.2151,571.61975,290.38477,527.14825,285.05908,447.85785,273.64505,387.27167,279.68048,346.937,280.96268,356.73352,279.66153,278.8598,276.6617,242.04973,272.98477,222.14334,276.16394,340.5464,272.89224,274.1481,272.77118,247.35931,280.76758,235.36407,273.9726,351.845,267.6809,286.2252,271.9842,262.14093,276.39056,243.87044,275.41943,368.92917,279.0891,322.57913,283.36523,290.79218,280.26447,267.7299,no_gesture
373.40598,608.176,407.89447,486.2897,417.47125,381.78058,414.62793,303.05823,391.19156,244.14134,363.49652,337.5147,275.97894,292.8123,232.17502,293.40546,203.86371,301.05362,342.53784,390.90918,240.83354,343.3895,197.55447,328.19662,173.11333,325.9288,318.29257,449.02988,222.59982,394.52936,186.49126,368.20514,168.13536,357.73016,295.5312,510.0058,216.98584,454.93198,187.56561,423.43893,171.4433,398.5624,no_gesture
308.54956,581.51825,296.2087,528.55536,288.33798,444.19412,278.93628,384.2648,280.5231,364.33426,275.87973,349.4162,284.7076,284.96136,287.0889,259.44147,281.69128,254.83693,274.46115,334.45386,286.9181,271.33163,290.54553,261.18878,291.55374,265.88794,282.85403,340.4399,292.52322,282.2618,288.72507,288.31534,279.8843,298.46118,296.4373,354.38998,306.2183,309.42215,299.1595,299.5393,284.83716,297.03488,no_gesture
155.95963,536.7108,190.19218,465.37732,231.19954,374.76312,267.22992,312.1369,294.38113,262.19385,206.64986,301.34518,245.62515,206.60555,274.80096,176.28964,292.61642,167.67542,209.66223,294.75027,252.46457,192.45697,286.26834,173.03769,305.82425,170.74661,218.10748,304.34048,271.45377,213.77798,299.6259,196.2058,314.00854,191.54306,233.63472,324.2698,276.31223,259.31537,298.8808,239.24461,312.2976,233.56046,no_gesture
250.87184,579.01416,258.71436,514.3687,266.1537,429.21054,273.3463,356.35352,274.1937,311.90445,248.73515,347.3143,252.14528,260.13412,268.1171,230.28136,278.70773,217.03249,246.72725,348.67853,250.4891,280.75766,261.5976,274.82104,274.02457,271.02536,243.25717,369.86447,248.31892,305.28098,258.34903,318.63132,270.64197,323.60913,244.40173,390.59897,250.67136,343.13867,256.72086,341.68674,260.6687,339.09293,no_gesture
142.39273,545.51465,165.59721,484.399,186.52367,410.2892,199.18822,349.80576,208.66747,310.97812,160.57175,325.84866,184.9977,265.2065,201.70576,269.53152,210.12296,279.65656,149.84549,313.20383,185.46408,270.14325,198.02092,303.76044,200.13208,331.73227,143.41779,311.72867,182.3965,277.20233,190.59859,317.135,190.14207,341.55334,139.51512,312.8173,171.63118,293.1859,178.3972,316.51056,176.17525,334.77252,no_gesture
154.1552,566.71857,155.00934,499.31375,161.63164,411.7422,167.5353,342.0855,175.95361,298.66208,155.16087,324.82086,161.15567,247.97774,165.80591,216.26009,166.93718,199.92294,148.0827,313.35635,157.77249,240.26668,162.81761,222.93173,168.64175,228.35463,144.19476,323.20367,155.10371,241.46556,158.00383,248.92183,160.28673,263.9811,145.02946,334.2317,157.36229,280.8343,156.97076,269.97833,153.1572,268.88303,no_gesture
262.14334,579.8403,267.56424,537.6428,262.4542,454.1719,259.5216,383.12704,264.58755,327.10483,257.1286,339.10684,268.39072,250.21371,276.14447,205.93614,278.48117,179.91045,260.58203,327.21722,265.55023,241.02376,274.21338,219.4686,285.2305,213.90459,261.97195,334.97278,262.5532,247.76884,270.6041,242.53313,276.16437,241.95676,267.92255,346.76266,265.92575,279.0306,266.74057,257.28165,262.63477,244.57549,no_gesture
171.09348,618.7272,131.74184,537.65857,106.56772,466.66342,98.19122,402.99286,90.18911,349.90613,167.97984,396.8931,182.72586,297.12903,198.0492,247.00458,213.09892,208.68396,215.59447,412.65967,261.01794,304.69913,291.41586,255.43019,317.68347,225.0501,258.60217,443.33945,315.8568,359.42194,348.76917,321.98386,373.37888,292.1273,293.40833,485.80652,343.3662,423.83264,367.2838,394.47357,386.00876,368.68875,no_gesture
402.29538,406.01385,403.83258,365.69867,387.7847,318.11325,363.93637,283.91388,362.55313,255.70108,380.6073,251.2834,363.14377,222.10501,348.42908,210.95918,339.63235,202.76283,369.37503,246.7511,357.30704,229.00352,350.0428,235.93211,350.4691,239.33461,362.58035,257.20938,348.60287,242.3996,339.58228,257.87048,333.33655,269.33234,362.666,269.47388,355.8935,253.84642,352.13385,250.72202,342.27026,250.16293,no_gesture
290.43652,594.9367,268.8525,533.453,254.62856,445.98407,239.30168,371.97693,238.0651,317.7023,267.9797,330.05936,269.37857,263.17004,272.94272,250.6927,274.4544,255.48088,281.2153,323.26456,270.03104,271.36566,267.5473,277.81445,271.9977,296.6418,292.75757,339.4671,279.57687,291.74063,278.35425,304.9512,277.9915,319.18292,305.3931,361.34854,300.15262,326.8324,293.47833,315.65125,284.23755,308.8707,no_gesture
301.61584,550.81964,296.00696,501.22836,291.27274,418.73257,278.95053,363.837,277.63876,316.13495,266.26178,341.3006,267.99402,271.9899,263.36993,226.97035,259.60263,205.68181,265.28156,330.8445,264.40326,275.58078,267.8786,233.7515,278.90103,219.42453,269.7363,345.67053,256.3816,291.69482,257.09094,266.02124,260.43936,255.09418,281.10535,363.26443,266.06183,322.6863,259.5916,288.38632,250.10121,268.56375,no_gesture
280.31763,589.06085,272.3524,522.4889,266.3264,420.78525,258.56802,339.4902,274.0288,274.83856,269.40204,332.49167,255.7532,227.27214,263.36124,177.72714,273.96042,152.26323,269.42328,322.84702,256.3556,231.52896,260.64117,186.15457,272.37103,166.18741,270.04752,330.59418,255.93863,233.0879,259.20508,206.61789,269.19522,187.05083,273.02917,338.15735,259.87485,263.83047,257.98407,234.40814,259.14142,213.94363,no_gesture
377.30746,442.44467,379.79813,394.66397,371.0553,336.3472,347.4168,287.25806,344.82315,258.45966,377.72385,267.3857,356.57672,211.38861,346.76865,191.76414,337.84473,183.61664,361.49673,263.03757,356.05722,201.20087,346.98688,195.0283,346.5291,197.3753,346.1062,272.15176,335.82898,215.06084,332.21002,223.36089,329.7433,232.23901,345.15237,282.9603,342.85114,241.65865,339.7519,231.55801,326.21738,229.39232,no_gesture
278.45435,561.6289,253.6082,512.36554,241.01588,418.73575,246.48547,339.5922,270.4179,283.23972,273.90802,332.939,281.61417,242.1113,283.29333,186.83537,290.62033,160.46419,289.49368,325.6507,296.3205,232.63776,295.80466,191.9874,303.15768,178.58562,303.57758,336.8067,304.3614,249.54414,303.7596,222.57312,311.3529,207.91574,323.11124,357.64014,318.50723,290.1318,315.5394,266.14325,314.4821,250.60594,no_gesture
305.3373,585.10736,320.05695,494.18298,312.01733,395.72183,290.56744,330.67746,283.4721,301.48972,306.5485,309.08493,292.47287,268.3997,282.58862,274.7723,284.10553,290.72025,295.04312,332.9885,282.57663,297.49133,270.46463,318.7274,269.19034,345.95004,279.42352,363.82632,269.28336,335.559,258.5884,367.70786,256.7518,396.07388,272.71567,394.16855,259.2024,373.63373,247.50877,400.2866,240.03528,420.99567,no_gesture
299.87756,554.31006,309.8882,503.40607,306.75278,431.6219,298.22897,390.52646,306.47543,365.458,272.8664,321.04404,277.56332,272.1233,282.06345,271.19894,286.68967,276.02206,262.60352,329.24103,272.24384,286.49927,281.9088,289.8606,295.15982,285.92828,254.45367,362.25543,261.79056,327.01852,271.1163,337.22684,281.17398,329.82187,251.95038,397.51392,258.39456,372.0152,268.17517,362.1764,277.1988,350.04706,no_gesture
281.9441,553.7896,281.88916,492.5906,271.2569,410.6897,254.46483,353.77856,254.46533,312.59943,266.59247,337.7808,258.20374,282.35916,247.68166,259.61935,234.9634,250.45238,273.63757,333.52786,270.8649,270.6138,266.81378,254.05893,263.24762,252.95593,282.22375,348.8644,278.17026,287.30276,276.44116,271.70135,266.34,268.97296,295.59082,362.4208,293.334,314.2819,289.41397,289.635,271.97678,279.74792,no_gesture
293.04968,588.1132,294.24948,533.7412,293.83542,472.9319,288.6483,427.95593,300.10806,402.58893,268.05234,361.15903,277.295,314.81018,280.02945,308.03998,281.6683,299.12808,261.49762,352.28342,268.58228,316.7891,265.5226,321.00397,273.25473,318.49796,258.61423,369.8696,255.43327,336.06216,250.58182,361.8058,252.77005,381.5535,266.48035,393.77066,269.20364,370.98224,266.53204,362.77487,260.9108,358.64273,no_gesture
285.75772,610.4173,297.33282,544.2412,307.03586,461.12134,307.3614,378.86136,289.9743,316.48676,317.53366,346.2256,290.75012,271.67957,265.4345,262.24622,251.69637,277.7098,305.55676,354.42688,284.5763,285.90988,261.70523,291.92075,250.13487,317.04932,290.4801,373.77655,277.354,313.06494,255.26332,316.95663,242.85378,335.60217,276.4019,391.17886,253.8364,335.18546,237.35323,328.50946,228.566,337.02417,no_gesture
128.35318,544.86884,196.05505,449.5738,243.06949,354.0943,273.76926,293.65137,302.65097,240.35587,181.88506,250.80164,238.56853,178.59943,291.72913,136.02719,332.58804,110.16787,166.6608,243.19655,242.47617,154.81076,300.82568,117.124374,343.8589,105.369514,163.8709,252.12929,241.60681,161.4632,295.78363,128.282,333.8654,114.66463,170.44109,271.75714,233.48778,199.56277,273.68204,160.67305,305.06726,133.59512,no_gesture
270.83426,561.9141,285.81693,513.3542,292.07544,431.43625,287.16858,374.16708,289.70093,339.4369,279.20535,352.1648,273.20776,278.8246,266.8598,234.067,261.0907,206.43251,270.0742,339.19046,260.8358,264.17096,255.66331,231.07129,255.35335,204.51302,264.36658,348.75644,257.29813,283.5925,252.60788,269.19073,248.54611,251.60876,268.47043,362.6253,268.82846,312.1579,266.46783,288.80573,257.1637,270.58514,no_gesture
316.78796,577.4041,300.1619,548.2114,285.29886,479.00204,261.77832,423.21478,264.33896,388.12445,302.6839,385.32617,291.02258,302.327,276.16052,280.99008,267.69397,272.9629,302.7773,367.00647,290.04626,297.53772,277.09744,296.25156,277.75153,302.91238,304.32907,374.43362,287.88785,312.6462,277.88583,321.83966,276.95544,329.69125,314.8291,386.08163,302.87308,342.86902,297.641,329.14166,290.81784,320.7319,no_gesture
215.6705,560.5524,210.15944,513.65094,207.36269,440.7547,197.06471,387.66638,196.98535,355.8893,198.10223,363.50034,204.63162,311.64148,212.27954,294.01105,212.41061,288.7199,204.18518,348.31503,218.78508,290.92316,222.24294,303.43738,221.37813,318.72467,210.77426,350.68686,220.09259,292.7802,223.43309,313.70782,220.0926,337.8243,222.63585,350.08862,230.81963,303.0921,238.00975,298.20312,234.48256,300.7016,no_gesture
282.6782,543.79614,286.91464,503.69186,293.3933,457.33643,286.30017,433.0158,288.69046,395.97485,279.97534,350.70337,280.09293,294.70456,280.54816,280.012,280.10657,283.58255,273.60934,347.75693,280.45093,289.8983,282.2744,287.97467,285.46478,291.6905,270.29068,365.44476,269.71838,318.8454,270.9181,328.2585,269.86618,348.28864,272.91815,385.15375,276.319,353.82312,284.89886,337.88803,284.8021,333.58783,no_gesture
264.25024,566.0536,260.6207,522.4528,259.24277,445.61862,253.25421,392.27002,248.74483,354.2328,265.23315,357.1701,266.7335,280.73984,258.9961,246.66246,257.08847,228.71306,269.47757,339.89865,279.91226,249.85822,277.99332,224.97394,285.60812,208.51158,274.57574,334.22162,290.38144,249.17001,286.16,241.14146,286.88016,232.38622,288.34412,335.39743,300.80637,267.31216,297.33206,247.51277,291.45932,230.4873,no_gesture
257.89636,537.04016,224.24799,496.866,209.10657,432.1381,213.56796,389.99713,239.716,356.3869,230.90518,368.4788,245.24332,327.0351,262.69772,316.43753,276.57272,321.83197,264.03033,363.5654,272.41394,326.23334,282.08185,318.9082,290.41644,330.41357,288.06506,369.3884,292.11578,331.73108,300.00995,321.81955,307.84225,328.07062,309.34354,380.82272,314.22272,344.1824,316.7724,323.75455,314.67065,315.98297,no_gesture
376.62076,577.9479,369.68787,518.07263,368.30176,426.9717,363.00613,346.56232,381.1018,298.33496,376.04193,335.0048,373.90594,252.59288,382.0347,229.87628,395.46594,221.25148,367.6547,329.64288,378.68127,258.1678,375.85077,259.70087,386.3077,278.47653,357.80356,340.25516,365.27716,268.6901,363.57394,290.00623,372.749,316.05002,358.43784,348.1725,361.93262,302.0981,357.01556,307.9283,354.6926,313.98233,no_gesture
262.35367,539.9317,276.46994,493.78592,279.37616,427.13937,269.90207,378.9921,259.2068,353.1346,266.42218,331.64713,269.30313,281.3821,272.78836,268.94077,278.29803,278.81494,260.8616,333.20566,270.01526,289.1535,273.92905,279.80798,282.36493,289.27133,256.1478,349.8245,264.34213,306.21008,267.22183,301.52197,272.63434,310.85397,253.09195,374.10608,257.08853,331.83737,252.97571,318.87607,248.32816,321.46097,no_gesture
389.01236,275.22263,381.16296,289.9069,380.77768,315.0418,374.2536,332.06665,390.35052,344.2156,375.71994,284.87885,373.58575,335.90778,380.63892,367.27643,390.21786,389.5707,376.60303,276.85025,375.87012,336.86197,372.17746,372.28888,380.4946,394.67368,369.3838,271.59433,371.85602,319.53735,363.26547,348.2631,365.23093,372.89014,365.43082,267.3045,367.20636,296.9297,364.74628,314.15817,360.4342,328.1497,no_gesture
274.3597,589.3499,258.2874,509.3018,262.45804,401.2462,272.536,325.78964,295.7559,285.9098,265.70285,356.44336,270.2476,262.18033,268.71744,225.43146,266.3767,215.73279,274.13422,343.14053,287.39066,264.57864,289.4835,237.04878,291.88284,225.81804,288.17035,351.94275,297.33926,276.75174,300.3223,273.41058,299.10284,269.52417,307.45044,365.50992,320.94128,311.54636,318.31604,293.13516,306.1263,282.94333,no_gesture
302.79962,580.6349,275.91275,505.22934,254.46692,426.48886,238.23427,357.95648,237.60439,332.07568,268.38486,338.0148,249.57274,285.85034,235.39905,276.4013,223.5108,277.09973,286.9859,332.37445,260.783,275.5052,241.32646,287.42767,229.43575,308.7184,302.42828,344.56168,281.437,290.18536,266.14792,321.16702,254.00351,351.1496,316.54385,358.78555,301.9313,312.3144,287.30334,317.5428,271.22046,329.23285,no_gesture
294.6679,594.5832,303.393,541.91974,288.10434,463.2221,275.0723,394.1867,286.7548,356.87033,281.19357,374.00653,262.84113,307.48947,260.05118,284.64633,264.88623,264.14224,273.70557,363.21567,257.76346,298.89227,257.91385,282.52612,271.5715,268.6213,272.5982,372.04178,258.93323,306.25067,259.28836,298.92044,268.31512,290.3306,283.88785,383.9755,277.36926,337.3488,273.16858,322.67374,270.32098,307.196,no_gesture
176.66284,561.97003,173.92938,516.65216,163.18933,432.71512,151.84995,374.0254,149.27412,338.58398,166.63289,335.54068,157.36073,271.87906,150.01852,244.79393,147.0503,226.86993,165.35597,325.11612,159.66142,268.16287,154.8578,249.3148,158.03082,238.54445,164.52951,336.8587,157.62894,289.19348,153.14793,288.65204,151.61626,285.91107,167.77834,347.9247,161.7651,319.14734,157.31535,303.95218,149.10132,293.0078,no_gesture
